N,P,K,temperature,humidity,ph,rainfall,label
24.876,15.943,26.317,25.323,68.171,6.004,1000,Hemp
25.677,15.573,26.169,25.153,71.204,5.988,1000,Hemp
24.861,14.912,25.873,24.68,69.343,6.012,1001,Hemp
24.46,15.022,25.866,25.355,71.061,5.995,999,Hemp
26.477,14.836,24.15,25.453,70.687,6.512,998,Kiwano (Horned Melon)
24.031,15.949,23.57,24.666,69.61,6.497,1001,Kiwano (Horned Melon)
26.928,15.892,23.588,24.748,67.5,6.493,1001,Kiwano (Horned Melon)
24.726,14.482,24.442,25.327,70.64,6.489,1001,Kiwano (Horned Melon)
25.674,14.798,24.157,25.085,67.537,6.496,998,Kiwano (Horned Melon)
24.458,15.223,23.046,24.973,69.511,6.497,999,Kiwano (Horned Melon)
24.743,14.493,25.212,24.858,72.302,6.491,1001,Kiwano (Horned Melon)
24.329,15.135,23.004,24.684,71.177,6.499,998,Kiwano (Horned Melon)
26.352,14.542,26.085,25.195,67.939,6.488,1000,Kiwano (Horned Melon)
25.725,15.641,23.782,24.81,70.123,6.505,1001,Kiwano (Horned Melon)
26.698,15.715,23.059,24.71,67.688,6.497,999,Kiwano (Horned Melon)
25.635,14.288,24.401,24.595,71.588,6.501,1000,Kiwano (Horned Melon)
26.753,14.536,25.141,25.183,71.852,6.511,1000,Kiwano (Horned Melon)
26.428,15.373,26.107,24.807,67.998,6.497,1001,Kiwano (Horned Melon)
23.626,15.879,25.692,25.32,70.115,6.492,999,Kiwano (Horned Melon)
25.389,15.517,26.983,25.362,68.156,6.507,998,Kiwano (Horned Melon)
26.535,15.293,23.97,25.456,72.384,6.504,1000,Kiwano (Horned Melon)
26.895,14.544,24.047,25.33,71.972,6.492,998,Kiwano (Horned Melon)
23.158,15.578,24.523,24.635,69.144,6.492,1000,Kiwano (Horned Melon)
24.647,14.917,23.534,24.782,70.213,6.489,1001,Kiwano (Horned Melon)
26.062,15.953,24.903,25.338,69.805,6.511,1001,Kiwano (Horned Melon)
25.223,15.938,26.342,25.0,71.679,6.51,1001,Kiwano (Horned Melon)
24.468,14.949,23.405,25.225,69.127,6.512,998,Kiwano (Horned Melon)
26.268,14.696,26.662,24.842,67.823,6.509,999,Kiwano (Horned Melon)
24.562,15.814,23.609,25.03,72.333,6.494,1001,Kiwano (Horned Melon)
24.87,15.908,24.396,24.967,71.855,6.502,999,Kiwano (Horned Melon)
25.988,15.508,24.033,25.452,71.23,6.5,1001,Kiwano (Horned Melon)
23.832,14.658,25.073,24.707,69.536,6.495,1000,Kiwano (Horned Melon)
24.716,15.956,26.953,24.871,72.233,6.506,999,Kiwano (Horned Melon)
23.705,14.586,23.495,24.972,70.517,6.506,1001,Kiwano (Horned Melon)
26.227,15.57,24.642,25.393,71.86,6.492,998,Kiwano (Horned Melon)
26.175,14.211,25.595,25.13,72.478,6.497,1001,Kiwano (Horned Melon)
24.469,14.752,24.997,25.465,70.51,6.502,1000,Kiwano (Horned Melon)
26.555,15.603,26.131,25.064,68.865,6.507,1000,Kiwano (Horned Melon)
26.306,15.736,23.322,24.602,69.994,6.491,999,Kiwano (Horned Melon)
25.095,15.077,23.64,25.305,70.526,6.488,999,Kiwano (Horned Melon)
26.871,15.114,23.079,24.548,70.481,6.501,1001,Kiwano (Horned Melon)
23.133,14.85,26.78,25.053,70.081,6.492,1000,Kiwano (Horned Melon)
26.053,15.895,25.541,24.855,68.797,6.496,1000,Kiwano (Horned Melon)
26.82,15.729,24.882,25.275,70.562,6.492,998,Kiwano (Horned Melon)
23.867,14.202,25.69,24.875,69.354,6.51,1001,Kiwano (Horned Melon)
25.256,15.139,26.286,25.016,70.579,6.492,998,Kiwano (Horned Melon)
23.648,14.923,25.764,24.795,69.389,6.502,1001,Kiwano (Horned Melon)
26.821,14.009,23.585,25.299,71.556,6.507,999,Kiwano (Horned Melon)
24.816,15.527,26.976,24.63,71.204,6.499,1000,Kiwano (Horned Melon)
23.607,14.754,25.363,24.679,72.094,6.505,999,Kiwano (Horned Melon)
25.752,14.975,23.219,24.615,68.231,6.497,1001,Kiwano (Horned Melon)
23.004,14.91,24.642,24.947,71.952,6.498,1001,Kiwano (Horned Melon)
25.581,15.439,25.543,25.299,68.498,6.493,999,Kiwano (Horned Melon)
25.91,14.403,26.436,25.043,67.622,6.499,1001,Kiwano (Horned Melon)
26.215,14.518,23.404,25.063,72.079,6.506,1001,Kiwano (Horned Melon)
23.145,15.571,25.801,24.576,70.315,6.51,1000,Kiwano (Horned Melon)
23.851,15.579,26.112,24.643,72.311,6.511,1000,Kiwano (Horned Melon)
24.319,15.488,24.645,25.361,67.758,6.498,998,Kiwano (Horned Melon)
26.567,15.34,25.361,24.908,72.197,6.512,1001,Kiwano (Horned Melon)
24.108,15.861,25.773,24.553,70.599,6.508,998,Kiwano (Horned Melon)
25.898,15.544,26.959,24.63,72.441,6.5,998,Kiwano (Horned Melon)
23.053,14.698,23.292,25.239,72.296,6.499,999,Kiwano (Horned Melon)
26.233,15.343,23.687,24.564,70.683,6.494,1001,Kiwano (Horned Melon)
24.546,14.992,23.616,24.507,70.573,6.496,999,Kiwano (Horned Melon)
24.537,14.522,26.12,25.052,68.437,6.5,1000,Kiwano (Horned Melon)
23.171,15.735,25.584,24.891,71.061,6.504,1000,Kiwano (Horned Melon)
25.672,14.273,23.953,24.637,71.181,6.499,1000,Kiwano (Horned Melon)
26.42,15.267,24.968,25.413,67.601,6.489,998,Kiwano (Horned Melon)
26.781,14.995,26.855,25.183,69.499,6.498,1000,Kiwano (Horned Melon)
25.214,14.989,24.239,24.901,70.394,6.495,1000,Kiwano (Horned Melon)
25.467,14.249,24.995,24.711,68.618,6.494,999,Kiwano (Horned Melon)
25.662,15.049,24.616,25.105,71.398,6.508,999,Kiwano (Horned Melon)
26.849,14.142,25.095,25.434,68.789,6.506,998,Kiwano (Horned Melon)
23.367,14.186,25.734,25.087,69.805,6.512,998,Kiwano (Horned Melon)
24.956,15.161,24.765,24.556,72.33,6.512,998,Kiwano (Horned Melon)
23.963,14.873,25.143,25.12,68.378,6.508,1001,Kiwano (Horned Melon)
26.84,14.231,25.098,25.406,68.663,6.512,999,Kiwano (Horned Melon)
26.299,14.45,26.13,25.134,69.14,6.503,1001,Kiwano (Horned Melon)
24.785,14.225,25.824,25.421,68.957,6.488,1000,Kiwano (Horned Melon)
23.726,14.993,23.662,24.553,70.856,6.497,998,Kiwano (Horned Melon)
25.599,14.395,26.217,25.044,69.779,6.493,998,Kiwano (Horned Melon)
23.327,15.093,25.871,25.007,69.428,6.497,1001,Kiwano (Horned Melon)
23.614,15.849,23.925,24.507,71.846,6.506,998,Kiwano (Horned Melon)
25.955,15.053,25.603,24.607,70.919,6.499,998,Kiwano (Horned Melon)
25.717,14.708,26.917,25.074,71.399,6.489,998,Kiwano (Horned Melon)
25.751,15.613,25.955,25.125,69.196,6.503,999,Kiwano (Horned Melon)
25.534,14.102,23.658,25.297,71.031,6.505,1000,Kiwano (Horned Melon)
23.625,14.428,23.593,24.719,69.003,6.507,1000,Kiwano (Horned Melon)
25.339,14.86,23.694,25.393,70.844,6.502,1001,Kiwano (Horned Melon)
23.64,14.263,24.315,24.994,71.634,6.509,1000,Kiwano (Horned Melon)
26.709,14.537,25.161,24.563,68.484,6.501,999,Kiwano (Horned Melon)
24.578,14.589,25.788,24.629,70.814,6.507,999,Kiwano (Horned Melon)
25.58,14.749,25.477,24.676,67.618,6.508,999,Kiwano (Horned Melon)
26.615,15.402,26.293,24.621,72.344,6.508,1001,Kiwano (Horned Melon)
25.979,14.622,25.178,24.58,71.465,6.511,998,Kiwano (Horned Melon)
24.196,14.044,24.507,25.191,68.027,6.507,998,Kiwano (Horned Melon)
23.088,14.578,24.672,24.847,70.781,6.493,1001,Kiwano (Horned Melon)
26.126,14.312,23.696,24.838,70.216,6.49,1000,Kiwano (Horned Melon)
26.907,15.306,23.752,24.916,68.118,6.509,999,Kiwano (Horned Melon)
23.202,15.194,24.315,24.578,71.852,6.512,999,Kiwano (Horned Melon)
24.81,15.609,25.454,25.145,68.797,6.49,998,Kiwano (Horned Melon)
26.001,14.11,23.969,25.451,72.488,6.491,999,Kiwano (Horned Melon)
23.043,14.877,23.74,25.036,67.83,6.49,1001,Kiwano (Horned Melon)
24.787,14.075,24.173,24.55,68.787,6.493,998,Kiwano (Horned Melon)
24.152,14.56,23.406,24.59,68.121,6.512,1000,Dragon Fruit
26.677,14.394,23.869,25.013,70.61,6.492,1000,Dragon Fruit
23.967,15.371,26.63,24.957,67.64,6.512,1000,Dragon Fruit
24.281,14.723,24.869,25.199,71.713,6.508,999,Dragon Fruit
25.116,14.586,23.781,25.481,67.842,6.507,1000,Dragon Fruit
26.182,15.062,26.554,24.78,67.702,6.499,1000,Dragon Fruit
23.172,15.597,26.251,24.667,69.309,6.497,1000,Dragon Fruit
26.815,14.104,23.898,24.527,70.674,6.512,998,Dragon Fruit
25.2,15.866,25.973,24.935,67.575,6.505,1000,Dragon Fruit
23.064,15.059,23.623,24.834,70.361,6.508,1000,Dragon Fruit
26.69,15.748,23.925,24.593,71.23,6.508,1000,Dragon Fruit
24.857,15.999,24.153,25.02,69.154,6.493,998,Dragon Fruit
23.761,14.6,24.478,24.509,70.347,6.512,998,Dragon Fruit
26.818,15.083,23.731,24.502,69.667,6.506,998,Dragon Fruit
23.896,15.371,26.912,25.308,69.98,6.508,1001,Dragon Fruit
24.9,15.705,23.31,25.149,71.824,6.5,1000,Dragon Fruit
23.077,15.829,25.84,25.339,68.995,6.491,1000,Dragon Fruit
26.885,14.848,26.161,24.957,70.666,6.504,1000,Dragon Fruit
23.601,15.358,26.718,24.776,71.975,6.51,1001,Dragon Fruit
25.317,15.501,23.494,24.977,71.834,6.503,1001,Dragon Fruit
26.223,14.452,25.42,24.624,69.147,6.494,1000,Dragon Fruit
25.965,15.27,26.597,25.265,71.363,6.493,999,Dragon Fruit
25.112,14.688,24.374,25.025,69.486,6.498,998,Dragon Fruit
23.683,15.03,24.322,25.357,68.243,6.51,1000,Dragon Fruit
23.832,15.064,25.398,24.662,71.542,6.492,998,Dragon Fruit
26.782,14.9,26.246,24.533,72.216,6.495,1001,Dragon Fruit
24.758,15.553,25.546,24.77,70.384,6.496,1001,Dragon Fruit
26.269,14.953,25.775,25.356,69.073,6.503,998,Dragon Fruit
26.596,14.454,26.043,24.921,68.271,6.507,998,Dragon Fruit
26.385,15.06,24.598,25.114,71.43,6.492,999,Dragon Fruit
25.473,14.049,24.066,24.647,72.272,6.489,999,Dragon Fruit
24.76,14.43,24.054,24.591,72.449,6.489,998,Dragon Fruit
25.243,14.344,25.636,24.532,70.882,6.494,998,Dragon Fruit
25.538,15.338,24.184,24.89,70.674,6.501,998,Dragon Fruit
24.133,14.651,23.47,25.062,68.195,6.493,1001,Dragon Fruit
26.905,15.918,25.11,25.125,71.514,6.497,1000,Dragon Fruit
24.326,15.911,25.443,25.2,70.155,6.509,998,Dragon Fruit
23.829,15.08,23.096,24.779,71.277,6.491,999,Dragon Fruit
26.176,14.326,25.559,24.831,69.513,6.506,1001,Dragon Fruit
24.692,15.744,25.214,25.013,71.847,6.49,999,Dragon Fruit
25.341,14.395,26.435,24.619,68.601,6.511,998,Dragon Fruit
26.567,14.841,24.275,24.773,70.047,6.488,1001,Dragon Fruit
26.385,15.07,23.448,25.196,71.863,6.497,998,Dragon Fruit
24.915,14.2,26.303,24.862,71.906,6.495,998,Dragon Fruit
25.23,15.571,24.923,25.363,68.069,6.502,1000,Dragon Fruit
23.979,14.767,23.208,25.182,71.346,6.498,1000,Dragon Fruit
25.646,15.613,24.724,25.393,70.958,6.506,998,Dragon Fruit
25.396,15.051,25.33,24.522,69.246,6.505,999,Dragon Fruit
26.742,14.314,23.068,25.205,69.87,6.492,999,Dragon Fruit
26.64,15.151,24.415,24.827,71.95,6.51,1000,Dragon Fruit
26.077,14.11,24.03,24.648,68.854,6.494,998,Dragon Fruit
24.053,15.803,23.873,25.448,70.264,6.508,998,Dragon Fruit
24.052,15.102,23.867,24.599,72.203,6.494,1001,Dragon Fruit
25.642,15.116,24.187,25.333,71.074,6.507,1000,Dragon Fruit
25.344,14.82,25.906,24.558,68.014,6.51,1000,Dragon Fruit
23.713,14.984,25.285,24.616,72.251,6.509,1000,Dragon Fruit
24.678,14.29,23.452,25.131,69.152,6.489,998,Dragon Fruit
25.104,15.139,24.066,25.341,70.798,6.51,999,Dragon Fruit
23.259,15.356,23.223,25.483,68.089,6.509,1000,Dragon Fruit
26.859,15.925,24.002,25.231,71.282,6.511,1001,Dragon Fruit
24.859,15.843,25.301,24.54,69.014,6.493,998,Dragon Fruit
26.743,14.483,25.246,25.295,67.594,6.489,999,Dragon Fruit
24.336,14.996,25.126,25.207,67.91,6.494,1000,Dragon Fruit
23.862,14.7,25.745,24.711,69.112,6.508,999,Dragon Fruit
24.84,15.741,23.414,24.73,71.557,6.49,998,Dragon Fruit
24.22,14.51,24.348,24.636,70.364,6.492,999,Dragon Fruit
25.966,14.262,25.686,24.743,71.2,6.511,998,Dragon Fruit
23.724,14.435,23.403,25.265,70.466,6.505,1001,Dragon Fruit
23.073,15.001,24.369,24.632,72.225,6.493,999,Dragon Fruit
24.398,14.149,25.16,24.542,72.031,6.497,1000,Dragon Fruit
24.953,15.458,23.893,25.491,72.491,6.508,1001,Dragon Fruit
23.557,14.47,25.271,25.1,69.008,6.5,1000,Dragon Fruit
26.339,14.539,25.709,24.956,69.452,6.509,1001,Dragon Fruit
24.494,14.273,25.01,24.714,71.444,6.488,999,Dragon Fruit
24.703,14.014,26.213,25.003,69.735,6.504,998,Dragon Fruit
23.25,15.644,24.145,24.544,70.298,6.491,998,Dragon Fruit
24.48,15.857,23.444,24.923,71.1,6.498,1000,Dragon Fruit
26.839,15.364,25.233,25.085,72.187,6.493,1001,Dragon Fruit
24.009,15.203,24.248,25.039,70.737,6.497,998,Dragon Fruit
23.237,14.054,25.723,25.278,71.209,6.512,1000,Dragon Fruit
25.556,14.051,26.355,25.375,71.966,6.491,999,Dragon Fruit
25.358,15.664,24.082,25.435,68.754,6.492,998,Dragon Fruit
26.607,15.686,26.871,25.148,71.461,6.504,1000,Dragon Fruit
26.847,15.984,26.535,25.382,67.829,6.505,998,Dragon Fruit
24.17,15.719,26.551,25.424,70.231,6.507,1001,Dragon Fruit
23.087,14.057,23.035,25.355,69.457,6.493,1001,Dragon Fruit
24.541,15.496,23.571,25.245,71.254,6.503,998,Dragon Fruit
26.617,14.431,24.966,24.813,69.096,6.497,999,Dragon Fruit
24.022,14.678,24.202,24.863,71.817,6.495,999,Dragon Fruit
24.156,15.527,24.413,24.58,67.815,6.51,1001,Dragon Fruit
23.058,15.419,26.917,25.336,71.713,6.488,998,Dragon Fruit
24.29,14.249,23.033,24.924,70.944,6.509,999,Dragon Fruit
26.793,15.745,23.297,25.17,68.161,6.51,1000,Dragon Fruit
26.334,14.987,23.582,25.165,72.159,6.492,1001,Dragon Fruit
23.363,14.288,26.75,24.966,71.025,6.507,999,Dragon Fruit
26.233,14.32,26.035,24.932,72.381,6.497,1001,Dragon Fruit
24.034,15.298,26.6,24.855,68.391,6.491,998,Dragon Fruit
23.498,14.947,25.972,24.885,71.278,6.491,999,Dragon Fruit
25.602,14.338,23.701,24.977,68.824,6.492,1001,Dragon Fruit
25.23,15.626,26.638,24.811,72.416,6.493,998,Dragon Fruit
25.049,14.158,25.982,24.849,70.271,6.51,1001,Goji Berry
24.967,15.494,23.35,25.172,70.066,6.493,998,Goji Berry
26.896,15.935,26.492,24.583,71.224,6.5,999,Goji Berry
25.514,15.133,25.145,25.032,72.0,6.503,1000,Goji Berry
25.928,15.573,23.912,25.36,68.541,6.495,999,Goji Berry
26.133,14.104,25.064,25.171,71.619,6.503,998,Goji Berry
24.242,14.181,23.039,25.481,70.957,6.492,1000,Goji Berry
25.975,15.511,24.271,25.454,67.599,6.498,1001,Goji Berry
25.924,15.434,24.06,24.727,72.242,6.491,1001,Goji Berry
26.791,15.919,26.122,24.63,70.45,6.505,1000,Goji Berry
25.727,14.101,26.3,25.234,70.571,6.5,1001,Goji Berry
26.874,15.333,23.051,24.91,71.498,6.493,1001,Goji Berry
25.98,14.733,24.066,24.629,71.15,6.502,1001,Goji Berry
24.452,15.967,24.464,24.515,71.998,6.5,998,Goji Berry
23.425,15.594,25.603,25.006,68.377,6.503,999,Goji Berry
26.004,15.697,26.563,25.051,68.599,6.492,999,Goji Berry
24.936,14.904,24.433,25.373,68.549,6.502,998,Goji Berry
25.83,15.194,24.724,24.986,68.378,6.506,999,Goji Berry
24.695,14.976,23.396,24.601,68.3,6.497,1000,Goji Berry
23.271,14.256,26.673,24.928,68.823,6.492,1000,Goji Berry
23.263,15.211,26.94,25.122,71.552,6.496,1000,Goji Berry
25.932,14.305,24.145,24.751,72.078,6.511,1001,Goji Berry
26.608,14.461,23.269,24.51,71.513,6.498,1001,Goji Berry
25.861,15.789,23.314,25.232,70.178,6.499,1001,Goji Berry
24.02,14.297,26.098,25.381,68.275,6.497,998,Goji Berry
24.903,15.915,24.41,24.786,69.523,6.505,1001,Goji Berry
24.788,15.778,24.296,25.326,69.77,6.512,1001,Goji Berry
23.221,14.557,24.929,24.647,69.87,6.488,998,Goji Berry
24.361,15.019,26.245,25.303,68.921,6.511,1000,Goji Berry
26.414,15.096,24.734,25.251,68.799,6.494,1001,Goji Berry
26.492,15.513,23.166,24.968,71.098,6.51,999,Goji Berry
23.358,14.519,25.811,25.043,70.954,6.492,999,Goji Berry
26.503,14.327,26.94,25.356,67.846,6.501,1001,Goji Berry
26.914,15.372,24.59,25.036,69.492,6.509,998,Goji Berry
25.619,15.229,26.796,24.882,72.482,6.494,1000,Goji Berry
24.626,14.351,23.812,25.119,70.067,6.492,998,Goji Berry
24.648,14.524,25.1,24.775,68.711,6.504,1001,Goji Berry
24.178,14.702,23.302,25.456,70.042,6.5,998,Goji Berry
23.463,15.08,26.147,25.155,69.224,6.491,1001,Goji Berry
23.061,15.941,23.073,25.395,68.731,6.509,1000,Goji Berry
26.203,15.776,24.298,24.994,68.315,6.494,998,Goji Berry
24.554,14.189,23.028,25.101,68.017,6.494,998,Goji Berry
24.32,14.7,23.436,24.555,71.227,6.51,1000,Goji Berry
25.34,14.655,25.025,25.188,67.768,6.488,998,Goji Berry
25.397,14.053,25.071,24.68,68.275,6.496,999,Goji Berry
23.518,14.235,24.991,24.857,71.283,6.497,1000,Goji Berry
24.061,14.269,25.936,25.466,68.088,6.499,1000,Goji Berry
26.29,14.487,24.714,25.028,69.213,6.507,1001,Goji Berry
26.61,15.324,25.25,25.084,71.052,6.506,1000,Goji Berry
26.678,15.069,24.671,24.957,69.479,6.505,1001,Goji Berry
25.293,14.313,24.805,25.299,69.19,6.494,1001,Goji Berry
23.061,14.199,25.556,24.555,71.742,6.495,998,Goji Berry
24.018,14.326,24.564,25.111,71.43,6.508,1000,Goji Berry
23.528,15.037,24.69,24.62,72.323,6.489,1000,Goji Berry
24.883,14.831,26.155,25.416,72.061,6.504,998,Goji Berry
26.26,14.802,23.781,25.224,71.073,6.505,998,Goji Berry
26.598,14.139,25.819,24.79,69.792,6.511,999,Goji Berry
23.642,15.407,25.679,25.02,71.388,6.493,999,Goji Berry
25.622,15.496,26.202,25.082,70.33,6.502,1001,Goji Berry
24.014,15.134,23.154,25.258,69.835,6.503,1000,Goji Berry
26.211,14.3,23.742,25.013,68.03,6.502,1001,Goji Berry
25.547,14.128,24.479,24.657,71.075,6.489,998,Goji Berry
24.509,15.463,23.393,24.83,67.693,6.5,998,Goji Berry
23.056,15.854,23.31,24.639,67.936,6.505,999,Goji Berry
23.786,15.513,25.649,24.712,70.259,6.505,1001,Goji Berry
24.62,14.035,24.82,24.932,71.324,6.49,999,Goji Berry
23.816,15.824,24.886,25.498,68.075,6.489,1000,Goji Berry
24.366,14.355,26.058,25.271,67.993,6.498,998,Goji Berry
23.424,15.585,26.229,25.373,68.79,6.511,1001,Goji Berry
24.154,15.085,26.502,24.762,70.428,6.507,998,Goji Berry
26.026,14.745,24.507,24.536,70.828,6.511,998,Goji Berry
24.695,14.849,24.361,25.5,68.204,6.504,999,Goji Berry
25.463,15.997,26.806,24.547,69.554,6.499,1000,Goji Berry
26.636,15.585,25.593,25.405,70.919,6.505,999,Goji Berry
25.798,14.343,23.942,25.205,69.9,6.505,1001,Goji Berry
23.727,14.769,25.814,25.034,68.728,6.507,998,Goji Berry
23.397,14.911,24.216,24.501,67.536,6.491,1000,Goji Berry
25.892,15.589,23.06,24.81,69.595,6.512,1000,Goji Berry
26.727,15.1,25.837,25.466,70.932,6.506,1001,Goji Berry
25.601,14.431,26.272,25.029,69.632,6.497,999,Goji Berry
26.367,15.983,24.545,25.493,68.05,6.5,1001,Goji Berry
23.26,15.008,23.092,25.425,71.88,6.499,999,Goji Berry
24.983,14.489,23.846,24.894,71.403,6.489,1001,Goji Berry
25.191,15.129,24.122,24.662,69.448,6.501,1000,Goji Berry
25.812,14.749,25.38,25.066,67.832,6.507,998,Goji Berry
24.929,15.242,24.97,25.165,71.629,6.498,1001,Goji Berry
25.046,14.095,23.187,24.865,68.541,6.505,1001,Goji Berry
26.457,14.878,26.774,25.47,70.38,6.489,998,Goji Berry
25.459,14.934,23.828,24.632,70.715,6.496,998,Goji Berry
26.955,14.387,24.522,25.424,67.63,6.493,998,Goji Berry
23.859,14.167,26.27,24.717,72.078,6.495,998,Goji Berry
26.684,14.027,25.238,25.057,72.481,6.508,1001,Goji Berry
25.985,14.268,25.453,25.135,67.953,6.511,1000,Goji Berry
26.815,15.539,23.561,24.741,70.864,6.49,998,Goji Berry
24.454,14.636,25.392,24.771,68.819,6.489,1000,Goji Berry
26.972,15.37,25.812,25.049,69.557,6.505,1001,Goji Berry
25.077,15.994,24.976,25.001,69.843,6.511,1001,Goji Berry
23.752,15.964,26.928,25.12,67.591,6.501,1001,Goji Berry
23.915,15.594,23.338,24.511,68.808,6.494,1001,Goji Berry
26.454,14.104,25.946,25.239,70.098,6.495,998,Goji Berry
19.724,10.09,21.493,19.604,60.845,6.507,600,Elderberry
21.816,9.252,21.002,20.356,58.662,6.494,600,Elderberry
18.209,9.605,19.656,19.925,61.942,6.492,599,Elderberry
21.659,9.095,18.988,20.492,58.579,6.492,598,Elderberry
21.396,9.585,18.065,19.697,59.453,6.504,598,Elderberry
20.903,10.81,19.764,20.246,62.432,6.503,600,Elderberry
21.842,10.856,18.89,20.173,60.406,6.511,601,Elderberry
21.935,10.049,20.347,20.171,61.865,6.509,601,Elderberry
19.295,9.185,19.369,20.448,61.853,6.51,600,Elderberry
21.178,9.349,19.527,20.414,62.166,6.512,601,Elderberry
20.317,10.027,21.259,20.01,61.46,6.505,599,Elderberry
18.631,9.942,20.625,20.482,57.633,6.502,601,Elderberry
20.885,9.511,20.787,20.011,61.84,6.505,600,Elderberry
20.319,9.973,19.497,20.301,60.452,6.497,600,Elderberry
18.042,9.484,20.646,19.987,60.282,6.51,601,Elderberry
18.285,10.446,21.783,19.61,61.936,6.504,601,Elderberry
21.849,10.539,20.37,20.029,57.606,6.505,601,Elderberry
20.889,10.137,19.91,19.662,62.377,6.51,600,Elderberry
20.551,9.756,19.903,20.347,60.721,6.507,601,Elderberry
21.312,10.28,18.991,19.638,59.505,6.505,599,Elderberry
18.602,10.555,18.223,19.745,58.667,6.503,600,Elderberry
20.364,10.281,21.575,19.631,59.563,6.496,598,Elderberry
21.066,10.248,21.73,20.108,59.358,6.512,599,Elderberry
19.652,9.475,20.451,19.929,61.529,6.508,599,Elderberry
18.618,9.106,21.683,19.823,62.399,6.503,599,Elderberry
21.604,9.604,18.171,19.655,59.382,6.496,598,Elderberry
18.304,10.014,19.079,20.361,60.153,6.49,600,Elderberry
20.666,10.861,19.931,20.284,57.718,6.511,599,Elderberry
21.654,10.099,20.175,19.749,57.613,6.501,601,Elderberry
20.826,9.961,21.291,20.417,59.219,6.495,601,Elderberry
18.605,9.839,20.405,20.474,58.87,6.497,601,Elderberry
19.464,9.971,20.52,19.633,61.443,6.505,599,Elderberry
21.418,9.457,21.089,19.633,59.614,6.501,601,Elderberry
19.681,10.995,21.834,19.8,60.566,6.51,601,Elderberry
18.09,9.293,18.258,20.25,62.371,6.508,599,Elderberry
19.328,9.177,19.059,20.399,61.378,6.506,601,Elderberry
20.878,9.839,19.732,20.313,60.338,6.512,598,Elderberry
18.22,10.631,20.185,20.439,61.03,6.495,600,Elderberry
21.835,9.487,20.068,20.424,57.882,6.493,601,Elderberry
21.579,10.495,18.626,20.363,62.042,6.502,598,Elderberry
21.673,10.356,19.747,19.849,60.539,6.506,599,Elderberry
20.005,9.041,19.751,20.155,60.507,6.502,599,Elderberry
19.545,9.412,20.055,20.247,58.928,6.509,601,Elderberry
21.514,10.142,19.861,20.342,58.552,6.506,599,Elderberry
20.903,9.417,20.467,19.666,59.168,6.511,600,Elderberry
18.515,9.605,19.98,19.531,61.169,6.501,601,Elderberry
18.156,9.125,20.701,19.558,57.83,6.509,599,Elderberry
20.248,9.869,21.09,20.118,62.194,6.511,601,Elderberry
20.662,9.853,18.878,20.42,61.751,6.491,600,Elderberry
18.687,10.749,19.235,20.2,59.623,6.502,598,Elderberry
19.084,9.217,21.029,20.445,61.883,6.495,598,Elderberry
21.475,10.69,18.894,19.941,58.049,6.506,599,Elderberry
18.342,9.053,18.552,20.427,60.709,6.499,601,Elderberry
21.065,9.472,20.906,20.314,58.604,6.488,600,Elderberry
20.738,10.91,18.305,19.798,58.54,6.495,598,Elderberry
20.281,9.524,19.859,20.28,60.846,6.499,600,Elderberry
20.078,9.145,20.916,19.982,59.846,6.508,599,Elderberry
19.76,10.493,20.294,19.756,60.073,6.512,599,Elderberry
20.162,9.94,21.194,19.829,62.255,6.498,600,Elderberry
21.126,10.578,20.051,19.649,62.136,6.489,598,Elderberry
21.504,9.869,21.157,19.545,57.925,6.495,598,Elderberry
19.329,9.984,20.482,19.85,59.955,6.491,601,Elderberry
20.925,9.583,21.281,20.264,61.605,6.493,599,Elderberry
19.688,9.415,21.498,20.109,58.286,6.49,598,Elderberry
21.171,10.909,21.695,19.721,59.347,6.51,599,Elderberry
20.475,9.168,19.874,19.765,59.306,6.493,601,Elderberry
21.283,10.461,20.212,19.88,61.489,6.507,598,Elderberry
21.616,9.957,20.913,20.081,62.33,6.505,601,Elderberry
20.094,10.883,19.074,19.625,60.654,6.501,598,Elderberry
18.948,10.114,18.049,19.992,60.538,6.505,599,Elderberry
20.445,10.764,21.273,19.691,59.5,6.505,600,Elderberry
19.118,9.511,21.546,20.393,61.84,6.504,598,Elderberry
21.436,9.695,18.215,20.02,58.048,6.496,601,Elderberry
19.115,9.496,18.723,19.87,59.858,6.509,600,Elderberry
18.375,10.342,20.071,19.785,60.941,6.506,599,Elderberry
21.369,9.579,19.306,20.011,61.08,6.504,600,Elderberry
21.942,10.982,20.158,20.065,61.634,6.499,600,Elderberry
19.999,10.939,20.124,19.736,59.541,6.495,600,Elderberry
20.229,9.717,18.109,20.072,59.889,6.493,598,Elderberry
21.869,9.987,21.727,20.41,58.898,6.5,599,Elderberry
19.39,10.601,18.204,19.532,59.531,6.492,600,Elderberry
20.792,10.159,18.67,19.554,58.475,6.489,599,Elderberry
21.875,9.653,18.157,20.353,58.723,6.503,600,Elderberry
19.338,10.158,18.668,20.494,58.611,6.497,599,Elderberry
21.618,9.873,19.856,20.36,57.585,6.497,601,Elderberry
19.488,10.168,18.697,19.875,59.813,6.511,599,Elderberry
20.067,10.189,19.126,20.005,61.048,6.508,598,Elderberry
20.403,10.536,21.556,19.549,58.019,6.488,598,Elderberry
19.714,10.239,21.32,19.768,60.407,6.507,600,Elderberry
20.651,9.923,18.031,20.026,58.107,6.506,600,Elderberry
